arm,seed,update,env_steps,mean_return,goal_rate,cum_collisions,n_episodes
shielded,3,11,49152,11.0988002004366,0.041666666666666664,0,24
shielded,3,12,53248,7.599383516572044,0.0,0,23
shielded,3,13,57344,7.37240443514215,0.0,0,21
shielded,3,14,61440,8.572360159295549,0.0,0,26
shielded,3,15,65536,11.117158343636953,0.043478260869565216,0,23
shielded,3,16,69632,9.756066735663618,0.0,0,23
shielded,3,17,73728,11.7702608717213,0.08333333333333333,0,24
shielded,3,18,77824,11.214683409697876,0.038461538461538464,0,26
shielded,3,19,81920,7.107864387997433,0.0,0,23
shielded,3,20,86016,11.259114227942057,0.08695652173913043,0,23
shielded,3,21,90112,10.112526060010575,0.037037037037037035,0,27
shielded,3,22,94208,9.370550548694629,0.0,0,23
shielded,3,23,98304,14.847944007993457,0.07692307692307693,0,26
shielded,3,24,102400,9.073122270935691,0.0,0,26
shielded,3,25,106496,8.078557123056367,0.0,0,25
shielded,3,26,110592,8.336054980107004,0.0,0,23
shielded,3,27,114688,10.03017502277373,0.0,0,27
shielded,3,28,118784,11.552724042984154,0.038461538461538464,0,26
shielded,3,29,122880,9.65209957739723,0.0,0,23
shielded,3,30,126976,8.885028413189524,0.0,0,26
shielded,3,31,131072,8.927984897097906,0.0,0,23
shielded,3,32,135168,11.866549597853792,0.0,0,23
shielded,3,33,139264,11.703898301440827,0.043478260869565216,0,23
shielded,3,34,143360,10.197376648710858,0.034482758620689655,0,29
shielded,3,35,147456,8.973822085817872,0.0,0,28
shielded,3,36,151552,9.398079477712022,0.0,0,22
shielded,3,37,155648,10.396701507922916,0.0,0,29
shielded,3,38,159744,10.02408988134074,0.041666666666666664,0,24
shielded,3,39,163840,9.516731857033925,0.043478260869565216,0,23
shielded,3,40,167936,8.094634528430685,0.0,0,20
shielded,3,41,172032,11.782715450275008,0.0,0,28
shielded,3,42,176128,8.846803277452782,0.0,0,23
